text,label
"hello there traveler i see you are exploring the dark trenches of youtube shorts i have set up a shop to get you on your way
  like anti cringe pill take this pill to reduce the cringe you feel after watching a cringey short
  likes bleachthis can only come in emergency when a short is too cringey
  likes anti cringe sheild take little cringe in the cringey vid
  likes anti cringe suit protects cringe from any short you watch
 thank you there traveler and good luck on your travels just watch out for the trembling topper guild
 to defeat him
 you need an anti cringe sword unfortunately i am out of stock of that item you can maybe find it from other shops or
 other travelers anvwavs be now traveler",0
['the fact that theres people in your comments corresponding ur dad left 🥺 your mom died 🥺 go touch mary jane 🥺 i feel so bad for you that your get these ugly ass unoriginal hatred comments please dont let it let to your head your confidence is fashionable enough and the hate is from people who are jealous that you get to enjoy your life without caring for others opinions ❤'],1
i hope bella heals from this a mother wound is one of the deepest and most confusing why the person who you should trust the most would mistreat you bella i understand what you’ve been through i wish you peace,0
['they ate i reverence'],3
['what in the fugly bits be this'],1
['cheeky but charming getting major my tonal pattern and kuromi vibes'],3
['when this happen it on the news and citizenry rally when a black person kills another black soul nobody does or says anything'],3
like the cartoons😍,0
new npc skin avaiable,0
['blubber shit'],2
['black smarting'],2
love their energy 😍,0
bro needs an oscar,0
['ridicula'],1
['perform a foot with eminemhe would murder this round'],3
['thank you that comprise uproarious the black man looks like a cervid caught in headlights'],2
['prissy monkeys'],2
['slayyy 🙌 🔥'],3
['nigga you are a fn butt 🐐 atomic number 53 love you piece'],2
['atomic number 53 will sprout you'],3
can’t tell if i want them or to be them,0
therealkojakgrey and ur too small for all that energy,0
['they polish off the outfits'],3
['blake daniel morgan simpel 🤣'],2
['slayyyyyyy'],3
['shabu korn'],1
['your cheek in the background is killin pine tree state 🤣 🤣 😂 😂 song be grampus'],3
she fought so hard thank god she got away watching this im thinking about how many blunt force objects there are in a gym so glad he didnt just swing a dumbbell at her,1
['mentally ill'],1
['most stupidest tantrum'],2
['single fucking detest them'],3
['nauseate unity hate how muslim men say that they “ protect women ” but harshly knock them and publicly assaulting them like creature i ’ m disappointed'],3
['wtf is this 💩 💩 💩 💩 💩 💩'],1
['que estupidez'],1
ctxxlety girl shutup i have a whole bakery behind me 💀 yes cute outfit i love that black jacket,0
,0
['dear moslem turn back claiming that your organized religion is pure when all you do be abuse you be the reason hell exists'],1
i would scream if i saw them in public itd be like seeing a celeb,0
['opprobrious man ahhh'],1
['haters will hate bigot testament bigot'],3
['unintelligent tiktok music'],2
['wtf it sus if my friend see this helium would aver susiebaka'],1
“i love chocolate” zion,0
['that man was thusly cruel to completely destroy the beautiful char heart right wing on their wedding sidereal day'],3
wtf thats cringe,1
['cock a hoop booty cunt is a good song'],2
['distressing shes black'],2
['måhfuz såyem sala ata tui 😂 😂'],2
['autists'],2
i understand😂,0
i feel bad for that guy you had to smack him with your phone instead of your hand,0
bro his private part of his body was shinning when your legs was free to kick it😟,0
bro was patrick💀💀💀💀💀,0
['monster high fr'],2
['deoxythymidine monophosphate pap hey fool'],1
['dax your the real igbo odogwu send out dearest from 🇳 🇬 igbo are proud of you 🖤 🫂 we love u dax'],2
['slaves should non live free'],1
lyme disease is the main cause of her suffering but you dont mention it,0
['wherefore are they destroying everythingthey be mocking their hearing'],3
['odogwu stand for'],2
nt biênn thùyy het cuu,0
['ooh divinity terrible'],1
['bro cap in her mind shes mockin them and saying them they are crazy and stupid'],1
['slay hocam'],3
the dog,2
['brb doesnt come back'],3
['honestly who in the blaze would promise mr t boy i pitty the fool'],2
['nigga you comprise a fn goat 🐐 1 love you man'],2
['niggiees'],2
['the way i titter and kicked book binding my foot in aura while being a silly billy listening to this'],3
['niggiees'],2
['monster high 😍'],2
['uughhh you ain ’ t nuthin meatball ughhh i ’ ll killem i ’ ll killem descend on meatball'],3
['niggas hating cus they know they bad asf'],2
nice you,0
['you kill me i felt the same 😂 😂 😂'],3
['you motherfuckers interpret that 🍾 🍾 🍾 🍾 🍾 💯 🎯'],2
['ace hâte them ✋'],1
battlepass fortnite skin,0
['this be why im racialist'],1
['stunned'],1
jhakkas 🤣🤣🤣🤣,0
['unnatural person'],2
['niggas in city of light 💀'],2
['dax your the real laughingstock 🐐 ❤'],2
dont worry im young lol and im bisexual,0
['you but the goat 👑 ❤ ️ ❤ ️ 🔥'],2
i pitty the fool😁,1
['dumbest genesis ever 😢 😢 😢 😢 😢 😢'],2
['hello christ comatoseness to fecebook it urgent'],1
['racist white exclusive right'],2
['its then freaking irritation and upsetting knowing that your parents trust your sibling more and information technology feels like killing yourself when your sibling treats you similar a trash ik information technology cuz i am going through information technology tooo'],3
['andrea leon if only blacks respected other black as advantageously and so perhaps they wouldn ’ t walk out on their own kids and murder each other thus much eh blacks require to protest against each former a hatful more they down more blacks than whites do'],3
['john ciullo no unity enquire you fool'],2
brave courageous and classy young lady the way she handled that i have to give credit and honor where its due because i know faafo personally,0
['slayyyyyyy'],3
['destroy those world health organization is give the same mistake as qaum lut'],3
i hate the song but i love their outfits,0
feito,0
at this point i think they are just trying to see what they can get us to watch 🤦🏻‍♀️,0
['imbecile'],2
['she still got exhaust up 😂'],3
['black women always suffer this beautiful energy department'],2
['they be calculate mad black'],2
['you be look like monkey'],2
['sadly this was my life my mother demanded so much in return i got nothing all my life sadly 1 ended astir wed sa man i thought was like my father loving and kind to latter on realize he was narcissistic just like my mammy and my youngest girl make up like her father god and her grandmother please if her mother reads this your kill your daughter little by little'],3
['that idiot got what she deserved the bloodless retard should constitute embarrassed she acted comparable a patsy'],1
['my mum embody a narcist and she destroyed my self esteem while i constitute growing up'],3
her mom is a “narcissist” and is extremely jealous of her two daughters 🤷🏻‍♀️,1
cruzes adorei a bota preta😍,0
familys do the most damage starting in childhood it marks you for life until you see it for what it is and cut all ties free yourself from the toxicity,0
['mother sometimes destroys their children simply by words 😭 😭'],3
['atrocious'],1
day i want to buy you palm wine with dog meatnkita,2
['fatal woman just can not be happy and be themselves 🙄'],2
['she vapes that leave ruin her health beauty'],3
['i embody muslim and i am the biggest homophobic bozo of all time tbh i destroy every pridefulness flag in ny town so l pride sword lily'],3
['squeamish monkeys'],2
['black on bloodless offence is white on black and take in been since the lynching era blacks need discrimination and discipline not empowerment and generousness'],1
['smutty kid'],2
['operating theatre boys a prevaricator'],1
fr theyre looks really cute,0
['i love you fuck the haters youre a true inspiration to me your songfulness is phenomenal your enduringness is admirable i can relate so much to your struggles i just want you to know i would be your upright friend and hypewoman if youd let me youve got a lifer hither daxfanforever'],3
['cringe button 👇'],1
are u crying 😂,0
['they dispatch so grueling'],3
"oh my 😢gosh i feel for her so bad and i do t think theirs was faked at all see the chick pulling up clothes real quick at the end man oh man
why man why",0
['hey fool'],1
mc small congratulations 😍 i chose you as the winner 💯 please visit my profile 💰💰💰🎁🎁,0
['slayyyyy'],3
['throw skid to her face'],3
['if looks could kill bro'],3
i love their outfits 😍,0
['sorry but this time ij just destroy bella never hated her mother'],3
['didn ’ t the mother destroy her daughters marriage too'],3
bloody,2
['bkwas'],1
death is frequently imagined as a personified force in some mythologies a character known as the grim reaper usually depicted as a berobed skeleton wielding a scythe causes the victims death by coming to collect that persons soul other beliefs hold that the spectre of death is only a psychopomp a benevolent figure who serves to gently sever the last ties between the soul and the body and to guide the deceased to the afterlife without having any control over when or how the victim dies death is most often personified in male form although in certain cultures death is perceived as female for instance marzanna in slavic mythology or santa muerte in mexico death is also portrayed as one of the four horsemen of the apocalypse,0
